"Id","Name","Subject","Marks","Specs"
48116,"John","History",44,"major"
48117,"David","Mathematics",98,"major"
48118,"Subir","Physics",44,"major"
48119,"David","Arts",44,"major"
48120,"David","Mathematics",65,"minor"
48121,"John","Arts",65,"minor"
48122,"Carlos","History",44,"major"
48123,"Subir","History",44,"minor"
48124,"Subir","Biology",65,"major"
48125,"Chris","Physics",65,"minor"
48126,"Subir","Physics",44,"minor"
48127,"David","Arts",65,"major"
48128,"Carlos","Arts",98,"major"
48129,"Subir","Mathematics",100,"major"
48130,"Subir","Physics",44,"major"
48131,"Amit","Physics",100,"major"
48132,"Mary","History",100,"major"
48133,"Mary","Mathematics",65,"minor"
48134,"David","Mathematics",98,"major"
48135,"Mary","Physics",44,"minor"
48136,"Amit","Biology",44,"major"
48137,"Amit","Physics",65,"major"
48138,"Chris","Biology",100,"minor"
48139,"Chris","Physics",44,"minor"
48140,"Carlos","Physics",98,"major"
48141,"Amit","Mathematics",65,"major"
48142,"David","Biology",44,"minor"
48143,"David","History",44,"major"
48144,"Mary","Physics",44,"minor"
48145,"Amit","History",98,"major"
48146,"Carlos","Biology",65,"major"
48147,"Chris","History",44,"major"
48148,"David","Mathematics",98,"minor"
48149,"Subir","Mathematics",100,"major"
48150,"John","Arts",100,"major"
48151,"Mary","Biology",65,"major"
48152,"Carlos","History",44,"minor"
48153,"Mary","Physics",65,"major"
48154,"Subir","Mathematics",100,"major"
48155,"Subir","Physics",44,"major"
48156,"Subir","Mathematics",44,"minor"
48157,"Mary","Mathematics",98,"minor"
48158,"David","Physics",44,"minor"
48159,"Chris","Biology",100,"major"
48160,"John","Mathematics",100,"major"
48161,"Subir","Physics",98,"major"
48162,"John","Arts",98,"minor"
48163,"David","Arts",65,"major"
48164,"John","History",100,"minor"
48165,"Mary","Mathematics",98,"minor"
48166,"John","Mathematics",100,"major"
48167,"Chris","Mathematics",98,"minor"
48168,"Carlos","Arts",98,"major"
48169,"David","Mathematics",98,"major"
48170,"John","History",65,"minor"
48171,"Amit","Biology",65,"minor"
48172,"Amit","Physics",98,"major"
48173,"Chris","Biology",44,"minor"
48174,"Mary","History",100,"major"
48175,"Carlos","History",98,"major"
48176,"Amit","Mathematics",100,"major"
48177,"Mary","History",65,"minor"
48178,"Subir","Mathematics",100,"minor"
48179,"Amit","History",44,"major"
48180,"Chris","Mathematics",65,"major"
48181,"Carlos","History",98,"major"
48182,"Chris","History",65,"minor"
48183,"Chris","History",100,"major"
48184,"Subir","Biology",44,"major"
48185,"Carlos","Mathematics",98,"minor"
48186,"Subir","Mathematics",98,"minor"
48187,"Chris","Physics",98,"minor"
48188,"David","Arts",65,"major"
48189,"Amit","Physics",98,"minor"
48190,"Carlos","Physics",65,"major"
48191,"David","Biology",65,"major"
48192,"Mary","History",44,"major"
48193,"Mary","Biology",100,"minor"
48194,"Carlos","History",98,"major"
48195,"Mary","History",100,"major"
48196,"Chris","Physics",98,"major"
48197,"Amit","Biology",100,"minor"
48198,"David","History",100,"minor"
48199,"Carlos","Mathematics",65,"major"
48200,"Subir","History",100,"major"
48201,"Carlos","Arts",100,"minor"
48202,"Carlos","Physics",65,"major"
48203,"Mary","Biology",44,"major"
48204,"Amit","Biology",44,"minor"
48205,"Carlos","Arts",100,"major"
48206,"Subir","Biology",44,"minor"
48207,"John","History",44,"major"
48208,"John","Arts",65,"major"
48209,"Carlos","Biology",98,"major"
48210,"John","Physics",65,"minor"
48211,"Amit","History",65,"major"
48212,"Subir","Physics",100,"major"
48213,"Mary","Biology",44,"minor"
48214,"Chris","Physics",44,"minor"
48215,"Mary","Physics",100,"minor"
48216,"Amit","Biology",98,"major"
48217,"Subir","Mathematics",65,"minor"
48218,"Subir","Biology",100,"major"
48219,"David","Biology",44,"minor"
48220,"Subir","History",44,"major"
48221,"Carlos","Biology",65,"major"
48222,"Subir","Arts",44,"major"
48223,"David","Biology",44,"minor"
48224,"Subir","Arts",100,"major"
48225,"Chris","History",44,"minor"
48226,"Chris","Physics",100,"major"
48227,"Chris","Mathematics",98,"minor"
48228,"John","Arts",65,"minor"
48229,"Mary","History",100,"major"
48230,"Amit","History",98,"minor"
48231,"Chris","Physics",100,"major"
48232,"Carlos","Biology",100,"minor"
48233,"Mary","Arts",44,"major"
48234,"Carlos","Mathematics",100,"minor"
48235,"Amit","Mathematics",98,"minor"
48236,"David","Mathematics",65,"major"
48237,"Carlos","Mathematics",44,"major"
48238,"Subir","Arts",98,"major"
48239,"John","Physics",65,"minor"
48240,"Mary","Physics",98,"minor"
48241,"Chris","Biology",65,"major"
48242,"Carlos","Mathematics",65,"major"
48243,"Chris","Arts",100,"minor"
48244,"Carlos","Biology",100,"major"
48245,"Chris","History",98,"major"
48246,"Chris","History",65,"minor"
48247,"Subir","Physics",98,"minor"
48248,"Chris","History",65,"major"
48249,"John","Biology",65,"major"
48250,"Subir","History",98,"major"
48251,"Chris","History",65,"minor"
48252,"Mary","Physics",65,"minor"
48253,"Chris","Physics",65,"minor"
48254,"Carlos","Arts",65,"minor"
48255,"Chris","Arts",44,"minor"
48256,"Amit","Physics",98,"minor"
48257,"Carlos","Physics",100,"major"
48258,"David","Biology",100,"major"
48259,"Carlos","Physics",98,"major"
48260,"Subir","Biology",100,"minor"
48261,"Subir","Mathematics",98,"major"
48262,"Carlos","Arts",65,"minor"
48263,"John","Physics",65,"minor"
48264,"John","History",65,"minor"
48265,"David","Biology",44,"minor"
48266,"Amit","Mathematics",100,"minor"
48267,"Subir","Mathematics",100,"minor"
48268,"Subir","Mathematics",65,"major"
48269,"Chris","Biology",65,"major"
48270,"Carlos","Physics",44,"major"
48271,"Chris","Arts",100,"major"
48272,"Carlos","Physics",100,"major"
48273,"John","Mathematics",98,"minor"
48274,"Amit","Mathematics",65,"minor"
48275,"David","Biology",44,"minor"
48276,"Amit","Arts",44,"major"
48277,"Carlos","Mathematics",100,"major"
48278,"John","Physics",98,"major"
48279,"John","Mathematics",98,"minor"
48280,"Amit","History",100,"minor"
48281,"David","Mathematics",98,"minor"
48282,"Chris","Physics",65,"major"
48283,"John","Arts",98,"major"
48284,"Amit","Biology",98,"minor"
48285,"Carlos","Physics",65,"minor"
48286,"Carlos","Physics",44,"major"
48287,"David","Arts",44,"major"
48288,"Amit","Physics",65,"major"
48289,"Carlos","Physics",100,"major"
48290,"Carlos","Physics",44,"major"
48291,"Chris","Arts",100,"major"
48292,"Subir","Arts",98,"major"
48293,"Chris","Biology",100,"major"
48294,"David","Biology",65,"minor"
48295,"Subir","Physics",65,"major"
48296,"Carlos","Biology",98,"minor"
48297,"John","History",65,"minor"
48298,"Mary","History",98,"major"
48299,"David","Arts",65,"major"
48300,"David","Biology",100,"major"
48301,"Carlos","History",65,"minor"
48302,"Subir","Physics",100,"minor"
48303,"Carlos","History",100,"minor"
48304,"Mary","Physics",98,"major"
48305,"Chris","Physics",65,"major"
48306,"Mary","History",65,"minor"
48307,"Mary","Physics",65,"major"
48308,"John","History",100,"minor"
48309,"Mary","Arts",65,"minor"
48310,"Carlos","Mathematics",98,"major"
48311,"Carlos","Mathematics",100,"minor"
48312,"John","Arts",65,"minor"
48313,"Amit","Mathematics",100,"minor"
48314,"John","Arts",44,"minor"
48315,"Subir","Arts",98,"minor"
48316,"Amit","Physics",44,"major"
48317,"David","Biology",44,"minor"
48318,"Subir","Arts",44,"minor"
48319,"Mary","Arts",98,"major"
48320,"David","Biology",65,"minor"
48321,"Mary","Arts",44,"major"
48322,"John","Biology",65,"major"
48323,"John","History",65,"major"
48324,"David","Mathematics",44,"minor"
48325,"Amit","Arts",44,"major"
48326,"Amit","Mathematics",44,"major"
48327,"Carlos","Physics",65,"major"
48328,"Chris","History",44,"major"
48329,"Subir","Biology",100,"major"
48330,"Chris","Biology",65,"minor"
48331,"David","Biology",98,"minor"
48332,"Chris","Physics",44,"major"
48333,"Mary","Mathematics",98,"major"
48334,"Carlos","Physics",65,"major"
48335,"Subir","History",100,"major"
48336,"Mary","Physics",100,"major"
48337,"Subir","Arts",100,"major"
48338,"Chris","Mathematics",100,"major"
48339,"Amit","Physics",65,"major"
48340,"Mary","Mathematics",65,"major"
48341,"Carlos","History",100,"major"
48342,"Mary","Mathematics",65,"major"
48343,"Subir","Biology",44,"minor"
48344,"John","Mathematics",65,"minor"
48345,"Mary","Biology",44,"minor"
48346,"Chris","Biology",98,"major"
48347,"Subir","History",65,"major"
48348,"Amit","History",98,"minor"
48349,"Carlos","Physics",44,"major"
48350,"John","Physics",98,"major"
48351,"Subir","Mathematics",65,"major"
48352,"Chris","Physics",44,"major"
48353,"Chris","Biology",100,"minor"
48354,"Mary","History",44,"major"
48355,"Subir","Mathematics",65,"major"
48356,"Mary","History",44,"minor"
48357,"John","Mathematics",44,"minor"
48358,"Amit","History",65,"major"
48359,"Mary","History",44,"minor"
48360,"Chris","Arts",65,"major"
48361,"Carlos","Biology",65,"minor"
48362,"Subir","Physics",44,"minor"
48363,"Chris","History",44,"major"
48364,"Chris","History",44,"minor"
48365,"Mary","Mathematics",100,"major"
48366,"John","History",44,"major"
48367,"Amit","Arts",65,"minor"
48368,"Subir","History",100,"minor"
48369,"Mary","Mathematics",44,"minor"
48370,"Chris","Biology",44,"minor"
48371,"Mary","Mathematics",65,"major"
48372,"Chris","Biology",65,"minor"
48373,"John","Mathematics",65,"minor"
48374,"Amit","Biology",65,"minor"
48375,"John","Mathematics",98,"major"
48376,"David","Mathematics",65,"minor"
48377,"Carlos","Arts",44,"minor"
48378,"John","History",44,"major"
48379,"Mary","Arts",98,"major"
48380,"Amit","Physics",100,"minor"
48381,"Carlos","Mathematics",100,"major"
48382,"Amit","Mathematics",44,"minor"
48383,"Carlos","History",65,"minor"
48384,"Subir","Biology",98,"minor"
48385,"Subir","History",65,"major"
48386,"Carlos","Physics",65,"minor"
48387,"John","Physics",98,"major"
48388,"John","Arts",44,"major"
48389,"Subir","Biology",44,"major"
48390,"Amit","History",65,"minor"
48391,"Mary","Biology",44,"minor"
48392,"Chris","Biology",65,"major"
48393,"Chris","Arts",98,"major"
48394,"David","Arts",98,"minor"
48395,"David","History",65,"major"
48396,"David","History",98,"minor"
48397,"Amit","Biology",44,"minor"
48398,"John","Physics",44,"major"
48399,"Subir","Biology",65,"minor"
48400,"John","History",100,"major"
48401,"Mary","History",98,"major"
48402,"Carlos","Biology",65,"major"
48403,"Mary","Mathematics",44,"major"
48404,"Mary","History",100,"minor"
48405,"David","Arts",65,"major"
48406,"Mary","Arts",65,"major"
48407,"Subir","Biology",44,"minor"
48408,"David","History",44,"major"
48409,"David","Mathematics",100,"minor"
48410,"David","Arts",44,"major"
48411,"Subir","Physics",44,"minor"
48412,"Subir","Physics",98,"minor"
48413,"Carlos","History",100,"minor"
48414,"Carlos","History",100,"major"
48415,"Carlos","Physics",98,"minor"
48416,"Mary","History",44,"major"
48417,"Chris","Physics",98,"minor"
48418,"John","Physics",98,"major"
48419,"Chris","Physics",98,"minor"
48420,"Amit","Biology",100,"minor"
48421,"John","Physics",100,"minor"
48422,"Chris","Arts",100,"minor"
48423,"Amit","Biology",100,"minor"
48424,"Mary","Mathematics",65,"minor"
48425,"Amit","Arts",44,"major"
48426,"John","Biology",100,"major"
48427,"David","Biology",65,"major"
48428,"Carlos","History",98,"minor"
48429,"Chris","Physics",98,"minor"
48430,"Chris","Mathematics",65,"minor"
48431,"Subir","Physics",44,"major"
48432,"David","Arts",44,"minor"
48433,"Carlos","Mathematics",98,"minor"
48434,"Mary","History",65,"minor"
48435,"Mary","History",44,"major"
48436,"Subir","Arts",100,"major"
48437,"Carlos","Mathematics",100,"major"
48438,"Amit","History",65,"major"
48439,"Mary","History",44,"major"
48440,"Subir","Arts",65,"major"
48441,"David","Biology",100,"minor"
48442,"David","History",98,"major"
48443,"David","History",65,"minor"
48444,"Mary","History",100,"minor"
48445,"Carlos","Physics",65,"minor"
48446,"Mary","Mathematics",100,"minor"
48447,"Subir","History",100,"minor"
48448,"David","Arts",65,"major"
48449,"Subir","Biology",44,"minor"
48450,"David","Arts",98,"minor"
48451,"Carlos","History",44,"minor"
48452,"Subir","Mathematics",98,"minor"
48453,"John","Mathematics",98,"major"
48454,"David","Physics",98,"minor"
48455,"Mary","History",65,"major"
48456,"Chris","Mathematics",44,"major"
48457,"David","Physics",100,"minor"
48458,"David","Mathematics",44,"major"
48459,"Amit","Arts",65,"major"
48460,"Amit","Arts",100,"major"
48461,"David","Biology",44,"major"
48462,"John","History",65,"minor"
48463,"John","History",65,"minor"
48464,"Mary","Mathematics",65,"minor"
48465,"David","Physics",98,"minor"
48466,"John","Arts",100,"major"
48467,"Mary","Mathematics",100,"major"
48468,"Mary","Arts",100,"major"
48469,"David","Mathematics",100,"major"
48470,"Subir","History",100,"minor"
48471,"Mary","Biology",44,"major"
48472,"Amit","Mathematics",98,"major"
48473,"Mary","Mathematics",65,"major"
48474,"Chris","Biology",100,"major"
48475,"Carlos","Biology",100,"major"
48476,"Chris","Mathematics",44,"major"
48477,"Subir","History",44,"minor"
48478,"David","History",100,"major"
48479,"Carlos","Biology",100,"minor"
48480,"Mary","History",44,"major"
48481,"Mary","Arts",65,"minor"
48482,"Amit","History",44,"minor"
48483,"Subir","Mathematics",44,"minor"
48484,"Mary","Arts",98,"minor"
48485,"John","History",44,"minor"
48486,"Amit","Arts",98,"major"
48487,"Mary","Physics",44,"minor"
48488,"Subir","Mathematics",44,"minor"
48489,"Subir","Biology",44,"minor"
48490,"Mary","Physics",44,"minor"
48491,"Subir","Physics",98,"minor"
48492,"John","Physics",65,"major"
48493,"Mary","Arts",100,"major"
48494,"Subir","Mathematics",98,"minor"
48495,"Carlos","History",100,"minor"
48496,"Chris","Biology",44,"major"
48497,"Mary","Biology",100,"major"
48498,"Carlos","Arts",44,"major"
48499,"John","Physics",100,"major"
48500,"Chris","Mathematics",98,"major"
48501,"David","Physics",100,"major"
48502,"Carlos","History",98,"major"
48503,"Amit","Physics",98,"major"
48504,"Subir","History",44,"major"
48505,"John","Physics",44,"major"
48506,"Chris","Physics",100,"major"
48507,"Amit","Biology",65,"major"
48508,"Carlos","Biology",44,"minor"
48509,"Carlos","Mathematics",44,"major"
48510,"Chris","History",65,"minor"
48511,"David","Arts",100,"major"
48512,"Mary","Biology",44,"major"
48513,"Mary","Mathematics",98,"major"
48514,"Chris","Biology",98,"major"
48515,"David","Biology",44,"minor"
48516,"Carlos","History",44,"major"
48517,"Mary","Arts",100,"major"
48518,"John","Arts",98,"major"
48519,"Amit","Physics",44,"minor"
48520,"Amit","Biology",65,"major"
48521,"David","Arts",44,"major"
48522,"Chris","Mathematics",44,"minor"
48523,"Chris","Biology",44,"minor"
48524,"Subir","Physics",100,"minor"
48525,"Subir","Mathematics",65,"major"
48526,"Amit","Mathematics",65,"minor"
48527,"John","History",98,"minor"
48528,"Chris","Mathematics",100,"major"
48529,"Mary","History",44,"minor"
48530,"David","Biology",100,"minor"
48531,"Mary","Arts",98,"minor"
48532,"Carlos","Arts",100,"minor"
48533,"John","Arts",44,"major"
48534,"David","Arts",65,"major"
48535,"Amit","Arts",100,"major"
48536,"Mary","Physics",100,"minor"
48537,"Amit","Mathematics",98,"major"
48538,"Amit","Arts",65,"minor"
48539,"Chris","Arts",100,"minor"
48540,"Mary","Arts",100,"major"
48541,"David","History",44,"minor"
48542,"David","History",44,"major"
48543,"Amit","Biology",44,"major"
48544,"Amit","History",44,"major"
48545,"Subir","Arts",98,"minor"
48546,"Subir","Biology",44,"minor"
48547,"Chris","Physics",100,"major"
48548,"David","History",65,"minor"
48549,"David","Mathematics",100,"minor"
48550,"Subir","Physics",65,"minor"
48551,"Amit","Biology",44,"major"
48552,"Carlos","Mathematics",44,"minor"
48553,"John","Physics",44,"major"
48554,"Mary","History",98,"minor"
48555,"Subir","Physics",44,"major"
48556,"David","History",44,"major"
48557,"Chris","Arts",44,"major"
48558,"Subir","Biology",44,"major"
48559,"David","Biology",65,"major"
48560,"David","Biology",65,"minor"
48561,"Amit","Physics",44,"minor"
48562,"David","Arts",98,"major"
48563,"David","History",100,"minor"
48564,"Mary","Biology",65,"minor"
48565,"Chris","Mathematics",44,"major"
48566,"Subir","Arts",44,"major"
48567,"Amit","Biology",100,"minor"
48568,"Mary","Physics",100,"major"
48569,"Subir","History",98,"minor"
48570,"Carlos","History",44,"minor"
48571,"Amit","Biology",44,"minor"
48572,"David","Arts",65,"major"
48573,"Chris","Biology",44,"major"
48574,"Carlos","Biology",98,"major"
48575,"Subir","Mathematics",65,"major"
48576,"John","History",65,"minor"
48577,"Chris","Biology",100,"minor"
48578,"Mary","Biology",100,"minor"
48579,"David","Arts",65,"major"
48580,"John","Mathematics",98,"minor"
48581,"Mary","Biology",44,"major"
48582,"Carlos","Biology",44,"minor"
48583,"Subir","History",44,"minor"
48584,"John","History",65,"major"
48585,"John","Biology",98,"major"
48586,"John","Mathematics",44,"minor"
48587,"David","Biology",100,"major"
48588,"Subir","History",44,"minor"
48589,"Chris","Mathematics",98,"minor"
48590,"Carlos","Physics",98,"minor"
48591,"Amit","Physics",98,"minor"
48592,"John","History",100,"minor"
48593,"Chris","Mathematics",44,"minor"
48594,"Chris","Mathematics",44,"major"
48595,"Subir","Physics",100,"major"
48596,"Subir","Biology",100,"major"
48597,"Carlos","Physics",98,"major"
48598,"Mary","History",44,"minor"
48599,"Amit","Physics",44,"minor"
48600,"John","Arts",65,"major"
48601,"David","Physics",44,"major"
48602,"Chris","Biology",65,"minor"
48603,"David","Mathematics",100,"minor"
48604,"John","History",100,"minor"
48605,"John","Biology",44,"minor"
48606,"John","Physics",65,"minor"
48607,"Subir","History",98,"major"
48608,"Amit","History",44,"minor"
48609,"Chris","Biology",100,"major"
48610,"Mary","History",44,"minor"
48611,"Carlos","Arts",100,"major"
48612,"Mary","Biology",98,"major"
48613,"Subir","Biology",98,"major"
48614,"David","History",98,"major"
48615,"Subir","Biology",100,"minor"
48616,"Mary","Physics",65,"major"
48617,"Carlos","Biology",98,"minor"
48618,"Amit","Physics",44,"major"
48619,"David","History",100,"major"
48620,"Chris","Mathematics",44,"major"
48621,"Subir","Biology",65,"minor"
48622,"Chris","Physics",65,"minor"
48623,"Subir","History",98,"major"
48624,"Mary","Physics",65,"minor"
48625,"Carlos","Arts",44,"major"
48626,"Chris","History",65,"minor"
48627,"Subir","Arts",98,"major"
48628,"Subir","Mathematics",65,"major"
48629,"John","Mathematics",44,"major"
48630,"John","Mathematics",98,"major"
48631,"John","Arts",44,"minor"
48632,"Chris","Arts",44,"minor"
48633,"John","Physics",100,"major"
48634,"Mary","Arts",44,"minor"
48635,"David","History",98,"major"
48636,"Chris","Physics",98,"major"
48637,"Mary","Arts",98,"major"
48638,"Mary","Physics",100,"minor"
48639,"Carlos","Physics",98,"minor"
48640,"Amit","Arts",98,"minor"
48641,"David","Biology",98,"minor"
48642,"David","Biology",65,"major"
48643,"Carlos","Mathematics",100,"major"
48644,"David","Physics",98,"major"
48645,"Subir","Mathematics",44,"major"
48646,"Subir","Arts",44,"minor"
48647,"Mary","Arts",98,"minor"
48648,"David","Physics",98,"major"
48649,"Amit","Biology",98,"minor"
48650,"David","Biology",44,"major"
48651,"Mary","History",65,"minor"
48652,"Carlos","Biology",65,"minor"
48653,"Subir","History",44,"minor"
48654,"Mary","Physics",44,"minor"
48655,"Amit","Physics",98,"major"
48656,"Subir","Biology",44,"minor"
48657,"Subir","Mathematics",44,"minor"
48658,"Chris","History",100,"major"
48659,"Mary","History",65,"minor"
48660,"Subir","Arts",100,"major"
48661,"John","Mathematics",100,"minor"
48662,"David","Mathematics",98,"minor"
48663,"Chris","Biology",100,"minor"
48664,"Amit","History",100,"major"
48665,"Chris","Mathematics",65,"major"
48666,"Subir","Biology",44,"minor"
48667,"Mary","Arts",65,"minor"
48668,"Chris","Mathematics",65,"minor"
48669,"Chris","Physics",100,"major"
48670,"Amit","Arts",98,"major"
48671,"Carlos","Mathematics",65,"minor"
48672,"Subir","Biology",44,"major"
48673,"Amit","History",44,"minor"
48674,"Amit","Mathematics",65,"major"
48675,"Mary","Biology",98,"major"
48676,"Mary","Biology",65,"major"
48677,"Carlos","Mathematics",98,"major"
48678,"David","Arts",44,"major"
48679,"Subir","Arts",44,"major"
48680,"David","Mathematics",44,"minor"
48681,"Mary","History",100,"major"
48682,"Chris","Biology",98,"major"
48683,"John","Physics",44,"major"
48684,"David","Physics",65,"minor"
48685,"Carlos","Mathematics",65,"major"
48686,"Chris","Biology",100,"major"
48687,"Mary","History",44,"minor"
48688,"Mary","Physics",44,"major"
48689,"John","Mathematics",65,"major"
48690,"John","History",44,"major"
48691,"Amit","Biology",65,"major"
48692,"Subir","Biology",65,"major"
48693,"Subir","Biology",44,"major"
48694,"David","History",65,"minor"
48695,"David","Arts",100,"minor"
48696,"Chris","Biology",65,"major"
48697,"Amit","Physics",65,"minor"
48698,"David","Mathematics",100,"minor"
48699,"Amit","History",100,"minor"
48700,"David","Biology",98,"minor"
48701,"Mary","History",100,"major"
48702,"Subir","Mathematics",100,"major"
48703,"Mary","Physics",100,"major"
48704,"Amit","Mathematics",100,"major"
48705,"Subir","Biology",98,"minor"
48706,"Subir","History",65,"minor"
48707,"David","Physics",100,"minor"
48708,"John","Biology",100,"major"
48709,"John","Arts",100,"minor"
48710,"Carlos","Physics",44,"minor"
48711,"Mary","Arts",98,"minor"
48712,"John","Arts",100,"major"
48713,"Carlos","Mathematics",65,"major"
48714,"John","Mathematics",100,"major"
48715,"Chris","Physics",44,"major"
48716,"Chris","History",98,"minor"
48717,"Subir","Physics",98,"major"
48718,"David","Physics",98,"major"
48719,"Mary","Arts",44,"minor"
48720,"Mary","Biology",100,"major"
48721,"David","Physics",98,"minor"
48722,"John","Mathematics",100,"minor"
48723,"Amit","Mathematics",98,"minor"
48724,"Carlos","Biology",100,"minor"
48725,"Carlos","Biology",100,"minor"
48726,"Mary","Arts",65,"minor"
48727,"Carlos","Physics",98,"minor"
48728,"Chris","Physics",98,"major"
48729,"Chris","Physics",98,"major"
48730,"Carlos","History",65,"major"
48731,"Chris","Physics",65,"minor"
48732,"Mary","History",100,"minor"
48733,"David","History",98,"major"
48734,"David","Mathematics",100,"major"
48735,"Subir","Mathematics",100,"major"
48736,"Chris","Physics",44,"major"
48737,"David","Arts",98,"major"
48738,"Subir","Physics",98,"minor"
48739,"John","History",98,"major"
48740,"Carlos","Biology",65,"major"
48741,"Amit","Biology",100,"minor"
48742,"Chris","History",100,"minor"
48743,"John","Mathematics",44,"major"
48744,"Carlos","Biology",44,"minor"
48745,"John","History",65,"major"
48746,"Amit","Mathematics",100,"minor"
48747,"Mary","Physics",44,"major"
48748,"Carlos","Mathematics",44,"major"
48749,"Mary","Biology",98,"minor"
48750,"Subir","Physics",44,"minor"
48751,"David","Arts",100,"minor"
48752,"Chris","Mathematics",44,"minor"
48753,"Subir","Physics",65,"minor"
48754,"Subir","Mathematics",65,"minor"
48755,"John","Mathematics",100,"major"
48756,"Chris","Biology",100,"major"
48757,"David","Physics",44,"major"
48758,"Chris","Mathematics",98,"major"
48759,"Mary","Mathematics",44,"minor"
48760,"Amit","Mathematics",100,"major"
48761,"Carlos","History",98,"minor"
48762,"David","Mathematics",65,"major"
48763,"John","Mathematics",98,"minor"
48764,"Chris","Biology",98,"minor"
48765,"Amit","Physics",100,"minor"
48766,"John","Arts",100,"minor"
48767,"Carlos","Mathematics",44,"major"
48768,"Subir","Biology",98,"major"
48769,"David","Mathematics",100,"major"
48770,"Amit","History",98,"major"
48771,"David","Biology",98,"minor"
48772,"Carlos","History",98,"minor"
48773,"John","Physics",98,"minor"
48774,"Carlos","History",65,"major"
48775,"Subir","Biology",100,"minor"
48776,"John","History",100,"minor"
48777,"John","Physics",98,"minor"
48778,"Amit","Physics",100,"major"
48779,"Amit","Mathematics",44,"minor"
48780,"Amit","Physics",44,"minor"
48781,"Subir","Biology",100,"minor"
48782,"Subir","Mathematics",98,"major"
48783,"Mary","Arts",44,"major"
48784,"Subir","History",44,"major"
48785,"David","Arts",98,"minor"
48786,"Carlos","Arts",44,"minor"
48787,"Mary","History",44,"major"
48788,"David","Physics",44,"major"
48789,"Carlos","Biology",65,"minor"
48790,"Subir","History",100,"minor"
48791,"Amit","Mathematics",44,"major"
48792,"Subir","History",44,"minor"
48793,"Chris","Physics",44,"minor"
48794,"Amit","Mathematics",98,"major"
48795,"Mary","Arts",44,"major"
48796,"Amit","Physics",44,"minor"
48797,"Subir","History",65,"major"
48798,"David","Biology",100,"major"
48799,"David","Mathematics",44,"major"
48800,"Chris","History",100,"minor"
48801,"Subir","History",44,"minor"
48802,"Mary","Arts",98,"minor"
48803,"Amit","Physics",65,"minor"
48804,"John","Biology",44,"minor"
48805,"David","Mathematics",65,"minor"
48806,"Subir","History",98,"major"
48807,"John","Mathematics",44,"major"
48808,"Mary","History",100,"major"
48809,"Chris","Biology",65,"major"
48810,"John","Biology",44,"major"
48811,"Chris","Biology",65,"minor"
48812,"Mary","Mathematics",44,"minor"
48813,"Subir","Arts",44,"major"
48814,"Mary","Arts",44,"major"
48815,"Amit","History",65,"major"
48816,"Chris","Arts",44,"minor"
48817,"Subir","Arts",100,"minor"
48818,"David","Mathematics",65,"minor"
48819,"Chris","Biology",65,"minor"
48820,"John","Biology",100,"major"
48821,"Carlos","Biology",100,"major"
48822,"Amit","Mathematics",44,"minor"
48823,"Mary","Mathematics",100,"minor"
48824,"Amit","Physics",98,"major"
48825,"David","Biology",100,"minor"
48826,"David","Biology",44,"major"
48827,"John","Mathematics",100,"major"
48828,"Mary","Mathematics",65,"minor"
48829,"Carlos","Mathematics",65,"minor"
48830,"John","History",100,"major"
48831,"Carlos","Arts",65,"major"
48832,"John","Physics",100,"minor"
48833,"John","Arts",44,"major"
48834,"Mary","Arts",44,"minor"
48835,"Carlos","Biology",44,"major"
48836,"Amit","History",65,"major"
48837,"Chris","Arts",65,"major"
48838,"Carlos","Biology",98,"minor"
48839,"Chris","History",44,"minor"
48840,"Chris","Physics",44,"minor"
48841,"Amit","History",65,"major"
48842,"Chris","Mathematics",100,"major"
48843,"John","Arts",100,"major"
48844,"Carlos","Mathematics",100,"minor"
48845,"David","Mathematics",65,"minor"
48846,"Subir","Arts",98,"major"
48847,"Mary","Mathematics",100,"major"
48848,"Subir","Mathematics",98,"minor"
48849,"David","Physics",65,"minor"
48850,"John","Physics",100,"minor"
48851,"John","Physics",44,"minor"
48852,"Carlos","Biology",98,"major"
48853,"Amit","Physics",100,"major"
48854,"Subir","History",44,"minor"
48855,"David","History",98,"major"
48856,"John","Arts",98,"minor"
48857,"John","Physics",65,"minor"
48858,"Chris","Biology",44,"major"
48859,"Carlos","Arts",44,"minor"
48860,"John","Mathematics",44,"minor"
48861,"Mary","Biology",65,"minor"
48862,"David","Arts",100,"major"
48863,"John","Physics",98,"minor"
48864,"David","Physics",65,"minor"
48865,"Carlos","Physics",100,"minor"
48866,"Mary","History",100,"major"
48867,"Carlos","History",65,"minor"
48868,"Carlos","Physics",44,"minor"
48869,"Carlos","Biology",44,"minor"
48870,"Chris","Mathematics",44,"major"
48871,"Chris","Biology",44,"major"
48872,"John","Physics",65,"minor"
48873,"John","Physics",100,"minor"
48874,"Mary","Biology",65,"minor"
48875,"Carlos","Arts",44,"minor"
48876,"Chris","History",44,"minor"
48877,"David","History",44,"minor"
48878,"John","Mathematics",100,"major"
48879,"Carlos","Physics",100,"minor"
48880,"David","Biology",44,"major"
48881,"Amit","Mathematics",98,"major"
48882,"Mary","Mathematics",65,"minor"
48883,"Subir","Arts",100,"minor"
48884,"Amit","Arts",100,"minor"
48885,"John","Mathematics",98,"minor"
48886,"Carlos","History",98,"major"
48887,"John","History",65,"major"
48888,"David","Biology",100,"major"
48889,"Carlos","Physics",65,"minor"
