id,name,subject,grade,marks,spec
34921,Mary,Mathematics,A+,100,minor
34922,Carlos,History,A+,100,major
34923,John,Physics,A,98,major
34924,Carlos,Mathematics,B,65,major
34925,Subir,Physics,A+,100,major
34926,Subir,Physics,C,44,major
34927,Amit,Mathematics,C,44,minor
34928,Carlos,Mathematics,A+,100,major
34929,Chris,Biology,A+,100,minor
34930,Subir,Mathematics,A+,100,major
34931,Subir,Mathematics,A+,100,major
34932,Subir,Arts,C,44,minor
34933,Carlos,History,A+,100,major
34934,David,Arts,A+,100,major
34935,Chris,History,B,65,minor
34936,Subir,Physics,B,65,major
34937,David,History,A,98,minor
34938,David,Physics,A,98,major
34939,Carlos,Arts,C,44,minor
34940,Mary,Physics,A+,100,minor
34941,David,Physics,B,65,major
34942,Subir,Biology,C,44,major
34943,Mary,Physics,A,98,major
34944,David,Physics,C,44,major
34945,Mary,Arts,A+,100,major
34946,Amit,History,A+,100,major
34947,Amit,Physics,C,44,minor
34948,David,Physics,B,65,major
34949,Chris,Arts,C,44,minor
34950,John,Mathematics,A,98,major
34951,Subir,History,C,44,minor
34952,John,Physics,B,65,minor
34953,Subir,Mathematics,B,65,major
34954,David,History,B,65,major
34955,Carlos,Arts,A+,100,major
34956,Amit,Mathematics,A,98,major
34957,Chris,History,A,98,minor
34958,Carlos,History,A+,100,major
34959,Subir,Biology,A+,100,minor
34960,Carlos,Biology,A+,100,minor
34961,Amit,Mathematics,A+,100,minor
34962,Amit,Mathematics,A,98,major
34963,Mary,Physics,A+,100,minor
34964,Chris,Arts,A,98,major
34965,Mary,Mathematics,A,98,minor
34966,Amit,History,A,98,minor
34967,David,History,B,65,major
34968,Subir,Mathematics,B,65,major
34969,Chris,Arts,C,44,major
34970,Mary,Arts,A+,100,major
34971,John,Physics,A+,100,major
34972,Mary,History,A+,100,minor
34973,John,Arts,C,44,minor
34974,Subir,Arts,A+,100,major
34975,David,Physics,A,98,major
34976,Chris,History,B,65,major
34977,Subir,Mathematics,B,65,minor
34978,Carlos,Biology,A,98,minor
34979,Mary,Physics,A,98,minor
34980,Amit,Arts,A,98,minor
34981,David,Physics,B,65,minor
34982,John,Biology,A,98,major
34983,Subir,Arts,A+,100,minor
34984,David,History,A+,100,major
34985,Subir,Mathematics,C,44,major
34986,John,History,A,98,major
34987,Mary,Physics,A,98,minor
34988,Carlos,History,A+,100,major
34989,Chris,Biology,B,65,minor
34990,Amit,Biology,B,65,minor
34991,Chris,Physics,A,98,minor
34992,Amit,Mathematics,B,65,minor
34993,David,History,A,98,minor
34994,John,Biology,A+,100,minor
34995,Amit,Arts,A,98,major
34996,Chris,Biology,A+,100,minor
34997,Chris,Biology,A,98,major
34998,Carlos,Arts,C,44,minor
34999,Carlos,Mathematics,B,65,minor
35000,Carlos,Physics,C,44,minor
35001,Mary,Mathematics,C,44,major
35002,David,Arts,C,44,major
35003,Subir,Arts,A+,100,minor
35004,John,Arts,C,44,major
35005,David,Physics,B,65,minor
35006,David,History,B,65,minor
35007,Amit,Physics,A+,100,minor
35008,Chris,Physics,A+,100,minor
35009,John,Physics,B,65,minor
35010,Subir,Physics,C,44,major
35011,Amit,History,B,65,major
35012,Subir,Physics,C,44,minor
35013,Amit,History,B,65,major
35014,Carlos,History,C,44,minor
35015,David,Physics,A+,100,minor
35016,Mary,Biology,A+,100,major
35017,Subir,Physics,A,98,major
35018,Subir,Physics,A+,100,minor
35019,Mary,Arts,A+,100,major
35020,Chris,Biology,B,65,major
35021,John,Biology,A,98,minor
35022,Amit,Physics,B,65,minor
35023,John,Arts,B,65,major
35024,Chris,Biology,A,98,major
35025,Chris,History,C,44,minor
35026,Carlos,Arts,A,98,major
35027,John,Physics,B,65,minor
35028,Chris,Biology,B,65,minor
35029,Mary,Physics,A,98,minor
35030,Chris,Biology,A+,100,major
35031,Amit,Mathematics,A+,100,minor
35032,Chris,Biology,A,98,minor
35033,Subir,Physics,A+,100,major
35034,Carlos,Mathematics,A+,100,major
35035,Amit,Mathematics,A+,100,minor
35036,Subir,Biology,C,44,major
35037,Subir,Mathematics,A,98,minor
35038,John,Arts,C,44,minor
35039,Carlos,Physics,A+,100,major
35040,Chris,Arts,C,44,major
35041,David,History,C,44,minor
35042,John,Physics,A+,100,major
35043,Carlos,Physics,C,44,minor
35044,John,Arts,A,98,major
35045,David,Biology,A+,100,major
35046,Chris,Arts,A,98,major
35047,John,Physics,C,44,minor
35048,David,Physics,A+,100,minor
35049,Chris,Physics,A+,100,minor
35050,David,History,A,98,major
35051,Amit,Mathematics,C,44,minor
35052,Subir,Biology,A,98,minor
35053,John,Mathematics,A+,100,minor
35054,John,Physics,A+,100,minor
35055,John,Arts,A+,100,minor
35056,David,History,B,65,major
35057,Amit,History,B,65,major
35058,Carlos,History,A+,100,major
35059,David,Mathematics,B,65,minor
35060,David,Mathematics,A,98,minor
35061,Chris,Physics,B,65,minor
35062,John,Arts,A,98,major
35063,Carlos,Arts,A+,100,major
35064,Mary,Mathematics,A,98,major
35065,Subir,Physics,A,98,minor
35066,Amit,Mathematics,B,65,minor
35067,Chris,Physics,B,65,minor
35068,Amit,Physics,A,98,minor
35069,David,Biology,C,44,major
35070,John,Mathematics,C,44,major
35071,John,Biology,A,98,major
35072,Mary,Biology,A,98,minor
35073,Mary,Physics,A+,100,major
35074,Subir,Physics,A+,100,major
35075,David,History,B,65,minor
35076,Subir,Arts,B,65,major
35077,Mary,Biology,A+,100,minor
35078,Mary,Biology,B,65,major
35079,Amit,Mathematics,A,98,minor
35080,Mary,Arts,C,44,minor
35081,David,History,A,98,minor
35082,David,Physics,A+,100,minor
35083,John,Arts,B,65,minor
35084,Subir,Mathematics,C,44,major
35085,Chris,Biology,C,44,minor
35086,Subir,Biology,C,44,minor
35087,Subir,Biology,A+,100,major
35088,John,Arts,B,65,major
35089,John,Arts,B,65,major
35090,Amit,Biology,A,98,major
35091,David,Mathematics,A,98,major
35092,Subir,History,A+,100,major
35093,Amit,History,A,98,major
35094,Chris,History,B,65,minor
35095,Chris,Arts,C,44,major
35096,Subir,Arts,C,44,minor
35097,Mary,History,B,65,major
35098,Mary,Physics,A+,100,minor
35099,Subir,Mathematics,C,44,major
35100,Chris,Mathematics,B,65,minor
35101,Chris,Biology,C,44,major
35102,David,Mathematics,A+,100,minor
35103,Carlos,History,B,65,minor
35104,Subir,Mathematics,A+,100,major
35105,John,History,B,65,major
35106,Subir,Biology,A,98,major
35107,John,Mathematics,A,98,minor
35108,Subir,History,C,44,minor
35109,David,History,B,65,minor
35110,Amit,Mathematics,A+,100,major
35111,Mary,Physics,A,98,minor
35112,Mary,Mathematics,A,98,major
35113,David,Physics,A,98,major
35114,Amit,History,A,98,major
35115,John,Mathematics,C,44,major
35116,Chris,History,B,65,minor
35117,Subir,Arts,A,98,major
35118,Mary,Mathematics,C,44,minor
35119,David,History,B,65,major
35120,John,Physics,A,98,major
35121,John,Mathematics,C,44,major
35122,Carlos,Mathematics,A,98,major
35123,Amit,Arts,A+,100,minor
35124,David,Mathematics,B,65,major
35125,Amit,History,A,98,major
35126,Amit,Mathematics,A,98,major
35127,David,Biology,A,98,minor
35128,Carlos,Mathematics,A,98,minor
35129,David,Physics,C,44,minor
35130,Subir,History,A,98,minor
35131,Amit,History,A+,100,major
35132,Mary,Arts,B,65,minor
35133,John,Arts,C,44,major
35134,Carlos,Arts,B,65,major
35135,Chris,Mathematics,C,44,minor
35136,Subir,Biology,A+,100,major
35137,David,Mathematics,C,44,major
35138,Carlos,Mathematics,B,65,minor
35139,Mary,History,A+,100,minor
35140,John,Physics,A,98,major
35141,David,History,C,44,minor
35142,Carlos,History,A+,100,major
35143,Chris,Biology,A+,100,major
35144,Subir,Mathematics,A,98,minor
35145,Mary,Arts,B,65,major
35146,David,Arts,A+,100,minor
35147,Subir,Arts,A,98,minor
35148,David,History,A+,100,major
35149,Mary,Physics,A+,100,minor
35150,John,Biology,C,44,minor
35151,Subir,Biology,C,44,minor
35152,Chris,History,C,44,major
35153,Carlos,Physics,A,98,major
35154,Chris,Physics,A+,100,major
35155,Amit,Arts,A+,100,minor
35156,Carlos,Biology,C,44,major
35157,Chris,Arts,A+,100,minor
35158,John,History,B,65,major
35159,Chris,Mathematics,A,98,major
35160,Mary,Physics,A+,100,minor
35161,Chris,Arts,C,44,minor
35162,Chris,Biology,A,98,minor
35163,Subir,Physics,A+,100,major
35164,John,Physics,A,98,major
35165,Subir,History,A,98,major
35166,David,Arts,A,98,minor
35167,Amit,Physics,A+,100,minor
35168,Amit,Physics,A,98,major
35169,Subir,History,A,98,minor
35170,David,Biology,B,65,minor
35171,David,History,A,98,minor
35172,David,Biology,A,98,minor
35173,David,History,A,98,major
35174,Mary,Physics,A,98,minor
35175,Mary,Physics,A,98,major
35176,Subir,Biology,A+,100,minor
35177,Chris,Mathematics,B,65,major
35178,David,Arts,C,44,minor
35179,Subir,Physics,B,65,major
35180,Amit,Mathematics,C,44,minor
35181,Amit,Mathematics,C,44,major
35182,Chris,Biology,B,65,minor
35183,Amit,Biology,C,44,minor
35184,John,History,A+,100,major
35185,Mary,History,B,65,minor
35186,John,Arts,C,44,minor
35187,Mary,Biology,B,65,major
35188,David,Arts,A,98,minor
35189,Subir,Mathematics,B,65,minor
35190,Subir,Mathematics,A+,100,major
35191,David,Physics,A+,100,major
35192,John,Mathematics,B,65,minor
35193,John,Physics,B,65,minor
35194,Carlos,Arts,B,65,minor
35195,Chris,Arts,B,65,minor
35196,Subir,Biology,B,65,minor
35197,Chris,Arts,B,65,minor
35198,Chris,Mathematics,A,98,minor
35199,Carlos,History,A+,100,minor
35200,Chris,Physics,A+,100,minor
35201,Carlos,Arts,A,98,major
35202,Carlos,History,B,65,major
35203,John,Biology,C,44,major
35204,Subir,Physics,A+,100,minor
35205,David,Mathematics,B,65,minor
35206,Subir,Physics,C,44,major
35207,Carlos,Mathematics,B,65,major
35208,John,Arts,B,65,minor
35209,David,Biology,A,98,major
35210,Chris,History,A+,100,major
35211,David,History,A+,100,major
35212,John,Biology,B,65,minor
35213,John,Mathematics,A,98,minor
35214,Carlos,Biology,C,44,minor
35215,Amit,Physics,A+,100,minor
35216,John,Physics,A+,100,minor
35217,John,Physics,A,98,major
35218,Carlos,Physics,A+,100,minor
35219,John,History,C,44,minor
35220,Carlos,Biology,C,44,minor
35221,Amit,History,A,98,major
35222,David,Physics,C,44,minor
35223,John,Biology,A,98,minor
35224,Amit,Physics,C,44,major
35225,John,Biology,B,65,minor
35226,Chris,Mathematics,C,44,major
35227,John,Mathematics,A+,100,minor
35228,John,History,A,98,major
35229,John,Physics,A,98,major
35230,Chris,Arts,C,44,minor
35231,Mary,Mathematics,C,44,major
35232,Carlos,History,C,44,major
35233,John,Biology,C,44,major
35234,John,History,A+,100,minor
35235,David,Arts,A,98,minor
35236,David,Biology,A,98,major
35237,David,Mathematics,C,44,major
35238,Carlos,Mathematics,B,65,minor
35239,Chris,Arts,C,44,minor
35240,Amit,Mathematics,B,65,major
35241,Carlos,Biology,C,44,major
35242,David,Mathematics,A+,100,major
35243,Amit,Arts,A,98,minor
35244,John,Physics,A+,100,minor
35245,Carlos,Arts,C,44,minor
35246,Subir,Physics,A+,100,major
35247,Carlos,Mathematics,A+,100,major
35248,John,History,A,98,minor
35249,Subir,Physics,A,98,minor
35250,Amit,Physics,C,44,major
35251,John,Mathematics,A+,100,minor
35252,Chris,Mathematics,A+,100,major
35253,David,Physics,A,98,minor
35254,David,Physics,B,65,major
35255,David,Physics,C,44,major
35256,Chris,Biology,A,98,minor
35257,Mary,Arts,A+,100,major
35258,Chris,Physics,C,44,major
35259,David,Mathematics,B,65,major
35260,Mary,Physics,B,65,major
35261,David,History,B,65,major
35262,John,Biology,A+,100,major
35263,David,Physics,B,65,major
35264,Subir,Biology,B,65,minor
35265,Chris,Arts,A+,100,major
35266,Carlos,Mathematics,A,98,minor
35267,John,Arts,A,98,major
35268,David,Mathematics,B,65,minor
35269,David,Physics,A+,100,major
35270,Subir,Biology,A,98,major
35271,John,Mathematics,C,44,major
35272,Amit,Arts,C,44,major
35273,Amit,History,A,98,minor
35274,Carlos,History,B,65,minor
35275,Chris,Arts,A,98,minor
35276,David,Mathematics,C,44,minor
35277,Carlos,Arts,A,98,major
35278,Subir,Biology,C,44,minor
35279,Mary,History,C,44,minor
35280,Carlos,Arts,A+,100,major
35281,Mary,Mathematics,A,98,major
35282,John,Arts,B,65,minor
35283,Carlos,Physics,A,98,minor
35284,Amit,Arts,C,44,major
35285,John,Mathematics,A,98,major
35286,Subir,Physics,A,98,major
35287,Subir,Biology,B,65,major
35288,Subir,Physics,B,65,minor
35289,Mary,Mathematics,A,98,minor
35290,Mary,Physics,A+,100,major
35291,Mary,Biology,C,44,major
35292,Mary,History,A+,100,major
35293,Chris,Physics,C,44,major
35294,Carlos,Mathematics,A+,100,major
35295,Chris,Mathematics,A,98,major
35296,Amit,Mathematics,A+,100,minor
35297,John,Physics,A,98,minor
35298,Subir,Mathematics,A+,100,major
35299,David,Arts,B,65,minor
35300,Mary,Mathematics,C,44,minor
35301,Amit,Biology,B,65,major
35302,John,History,C,44,minor
35303,Carlos,Arts,C,44,minor
35304,Mary,Arts,B,65,major
35305,Subir,Biology,A,98,major
35306,Amit,History,C,44,major
35307,Amit,Biology,A,98,major
35308,John,History,A+,100,major
35309,Subir,Biology,A+,100,minor
35310,John,Arts,B,65,major
35311,Carlos,Biology,C,44,minor
35312,David,History,C,44,major
35313,Subir,Arts,A,98,major
35314,Mary,Biology,C,44,minor
35315,Subir,Mathematics,C,44,major
35316,John,Biology,A+,100,minor
35317,David,Physics,A,98,major
35318,Amit,Physics,C,44,minor
35319,Subir,Biology,A+,100,major
35320,Mary,Mathematics,A+,100,major
35321,John,Arts,C,44,minor
35322,Carlos,Physics,A+,100,major
35323,John,Biology,C,44,major
35324,Carlos,Arts,C,44,major
35325,Mary,History,B,65,major
35326,Amit,History,C,44,minor
35327,Mary,Mathematics,C,44,major
35328,Carlos,History,A,98,major
35329,John,Arts,B,65,minor
35330,Subir,Physics,C,44,minor
35331,John,Mathematics,C,44,minor
35332,Carlos,Physics,B,65,minor
35333,Mary,Arts,A,98,minor
35334,Carlos,Biology,B,65,major
35335,David,History,C,44,major
35336,Mary,History,B,65,major
35337,Carlos,Arts,A+,100,major
35338,Mary,History,C,44,major
35339,Subir,Mathematics,C,44,minor
35340,John,Mathematics,B,65,minor
35341,Amit,Biology,C,44,minor
35342,Carlos,Biology,A,98,major
35343,David,Arts,A,98,minor
35344,David,Physics,A,98,major
35345,Carlos,Mathematics,A,98,minor
35346,Chris,Arts,C,44,major
35347,Carlos,History,A+,100,major
35348,Subir,Physics,B,65,major
35349,Carlos,Arts,A,98,minor
35350,Amit,Mathematics,A+,100,major
35351,Subir,History,B,65,minor
35352,David,Biology,A+,100,major
35353,Subir,Mathematics,A+,100,major
35354,Mary,Mathematics,B,65,major
35355,John,History,A,98,minor
35356,Subir,Arts,A,98,major
35357,Amit,History,A+,100,minor
35358,Chris,Biology,A+,100,minor
35359,Subir,Biology,B,65,minor
35360,Mary,Mathematics,A+,100,major
35361,Carlos,Physics,C,44,major
35362,Amit,History,A+,100,major
35363,Carlos,Arts,B,65,minor
35364,Amit,History,A+,100,major
35365,Mary,Mathematics,A+,100,minor
35366,Carlos,Physics,A+,100,minor
35367,Carlos,Biology,B,65,minor
35368,Carlos,Arts,A+,100,major
35369,David,Physics,A,98,minor
35370,Carlos,Biology,B,65,major
35371,Amit,Physics,A,98,minor
35372,Amit,Biology,A+,100,major
35373,Subir,History,C,44,minor
35374,David,Mathematics,C,44,minor
35375,Mary,Physics,A,98,minor
35376,Chris,Arts,B,65,major
35377,Mary,Biology,A,98,major
35378,Subir,Biology,A,98,major
35379,Carlos,History,C,44,minor
35380,Subir,Mathematics,C,44,major
35381,Amit,Mathematics,B,65,major
35382,Chris,Arts,A,98,minor
35383,David,Mathematics,C,44,minor
35384,Chris,Physics,C,44,minor
35385,Carlos,Arts,A+,100,minor
35386,John,Arts,A+,100,major
35387,David,History,C,44,minor
35388,Subir,Mathematics,A+,100,minor
35389,Amit,History,C,44,major
35390,Mary,Biology,A+,100,major
35391,John,Mathematics,C,44,major
35392,David,History,B,65,major
35393,Mary,Arts,B,65,major
35394,Subir,Biology,B,65,minor
35395,John,Arts,B,65,major
35396,Mary,History,A,98,major
35397,Mary,Physics,A,98,minor
35398,Chris,History,A+,100,minor
35399,John,Arts,A+,100,minor
35400,Chris,Mathematics,C,44,major
35401,David,Biology,B,65,major
35402,David,History,C,44,major
35403,Chris,Biology,A+,100,minor
35404,Subir,Physics,C,44,minor
35405,Chris,History,C,44,minor
35406,Chris,Physics,C,44,major
35407,David,Mathematics,B,65,minor
35408,John,Arts,B,65,major
35409,David,Mathematics,C,44,minor
35410,Subir,History,C,44,minor
35411,Chris,History,B,65,major
35412,David,Biology,C,44,major
35413,Subir,History,A+,100,minor
35414,Mary,Physics,A,98,major
35415,David,History,A,98,major
35416,John,Biology,C,44,minor
35417,John,Physics,B,65,minor
35418,Subir,Physics,B,65,minor
35419,David,History,A,98,minor
35420,Carlos,Physics,A+,100,minor
35421,David,Mathematics,B,65,major
35422,David,History,A,98,minor
35423,John,History,B,65,minor
35424,David,Biology,C,44,major
35425,Mary,Physics,C,44,major
35426,Carlos,Mathematics,A+,100,major
35427,Carlos,Arts,B,65,major
35428,Chris,History,B,65,minor
35429,Mary,Arts,A+,100,major
35430,Chris,Arts,C,44,major
35431,Carlos,History,C,44,major
35432,Subir,Biology,B,65,minor
35433,Carlos,Arts,B,65,minor
35434,Amit,History,C,44,minor
35435,Chris,Physics,C,44,major
35436,Chris,History,C,44,minor
35437,David,Mathematics,A+,100,major
35438,John,Physics,B,65,major
35439,Carlos,Arts,A+,100,major
35440,Chris,Arts,B,65,minor
35441,Carlos,Mathematics,A,98,major
35442,Mary,Arts,C,44,major
35443,John,Mathematics,B,65,major
35444,Chris,Biology,A,98,minor
35445,Chris,Biology,C,44,major
35446,Carlos,Arts,A,98,minor
35447,Chris,Physics,A,98,major
35448,Amit,Physics,B,65,major
35449,Carlos,Mathematics,C,44,major
35450,Mary,History,A,98,major
35451,Subir,Biology,A+,100,major
35452,John,History,A+,100,major
35453,John,Arts,B,65,major
35454,Amit,History,B,65,major
35455,Chris,Mathematics,A,98,minor
35456,Chris,History,A,98,major
35457,Mary,Physics,C,44,major
35458,Chris,Mathematics,A+,100,major
35459,Carlos,Biology,C,44,minor
35460,Carlos,History,C,44,minor
35461,David,Mathematics,B,65,minor
35462,Subir,History,B,65,major
35463,John,Arts,C,44,major
35464,David,Biology,A,98,minor
35465,Amit,History,A,98,minor
35466,Chris,Physics,A,98,major
35467,Carlos,History,B,65,minor
35468,Mary,Physics,A,98,major
35469,Subir,Physics,A+,100,minor
35470,Amit,Physics,A+,100,major
35471,Carlos,Arts,B,65,major
35472,Amit,Biology,C,44,minor
35473,Mary,Mathematics,B,65,minor
35474,Amit,Arts,C,44,minor
35475,Subir,Mathematics,C,44,minor
35476,Carlos,Mathematics,A,98,major
35477,Amit,Mathematics,B,65,minor
35478,Chris,Arts,B,65,major
35479,Subir,Physics,A,98,minor
35480,John,Mathematics,A,98,major
35481,Amit,History,A,98,minor
35482,Carlos,Biology,A+,100,minor
35483,Carlos,History,A,98,minor
35484,Subir,Mathematics,A,98,minor
35485,Chris,Arts,C,44,major
35486,Carlos,History,A,98,minor
35487,Carlos,Biology,A+,100,minor
35488,Subir,Physics,B,65,minor
35489,David,Physics,C,44,major
35490,Carlos,Physics,B,65,minor
35491,David,History,A,98,major
35492,David,Biology,C,44,minor
35493,John,Physics,A+,100,major
35494,John,Mathematics,C,44,minor
35495,Subir,History,C,44,minor
35496,Subir,Arts,A,98,major
35497,Mary,Biology,A+,100,minor
35498,Carlos,Arts,C,44,major
35499,Amit,Mathematics,A,98,minor
35500,Subir,Mathematics,A,98,minor
35501,Subir,Biology,A,98,major
35502,David,Arts,B,65,major
35503,Chris,Biology,A+,100,major
35504,Mary,History,B,65,minor
35505,David,Physics,B,65,minor
35506,Chris,Mathematics,A+,100,major
35507,John,Mathematics,B,65,minor
35508,Mary,Arts,C,44,minor
35509,Mary,History,A+,100,major
35510,Chris,Mathematics,A+,100,minor
35511,Subir,Arts,B,65,minor
35512,Mary,Mathematics,C,44,major
35513,Subir,Arts,C,44,major
35514,David,Arts,A,98,minor
35515,John,History,B,65,minor
35516,Mary,Mathematics,C,44,minor
35517,Subir,History,B,65,minor
35518,Chris,Mathematics,A,98,minor
35519,Carlos,Physics,A,98,major
35520,David,Mathematics,A,98,major
35521,John,History,A,98,minor
35522,John,Arts,A,98,minor
35523,Carlos,History,C,44,minor
35524,John,Arts,A+,100,minor
35525,Amit,Arts,A,98,major
35526,Amit,Physics,B,65,minor
35527,Subir,Arts,A,98,major
35528,John,History,A,98,minor
35529,John,Arts,A+,100,major
35530,John,Biology,C,44,minor
35531,Chris,History,B,65,major
35532,Carlos,Arts,A+,100,minor
35533,Chris,History,C,44,minor
35534,Mary,Biology,B,65,major
35535,David,Physics,C,44,minor
35536,Subir,History,C,44,major
35537,John,Physics,A+,100,minor
35538,Chris,Arts,C,44,minor
35539,Amit,Biology,A+,100,minor
35540,John,Mathematics,A,98,major
35541,Amit,Biology,C,44,major
35542,Mary,History,B,65,major
35543,Amit,Arts,A+,100,major
35544,Subir,Arts,A+,100,minor
35545,David,Biology,A,98,major
35546,Subir,Biology,C,44,major
35547,Mary,Physics,B,65,major
35548,Subir,Arts,A,98,minor
35549,Subir,Mathematics,C,44,major
35550,Amit,Mathematics,A+,100,minor
35551,Amit,Biology,A,98,minor
35552,Amit,History,A,98,minor
35553,Mary,Biology,A+,100,major
35554,John,Physics,B,65,minor
35555,David,Mathematics,C,44,minor
35556,John,History,A,98,minor
35557,Mary,Physics,A+,100,major
35558,Carlos,History,A+,100,minor
35559,Subir,Arts,C,44,minor
35560,Subir,Arts,B,65,minor
35561,David,History,C,44,minor
35562,David,Arts,B,65,minor
35563,Mary,Arts,A+,100,minor
35564,David,Arts,A,98,minor
35565,Carlos,Mathematics,B,65,major
35566,Subir,Biology,A+,100,minor
35567,Carlos,Arts,A+,100,minor
35568,Amit,Physics,A,98,major
35569,David,History,A,98,minor
35570,Carlos,Mathematics,C,44,major
35571,Amit,Biology,A,98,major
35572,Mary,Biology,C,44,minor
35573,John,History,B,65,minor
35574,Carlos,Mathematics,B,65,major
35575,Subir,Arts,B,65,minor
35576,Mary,Arts,A+,100,minor
35577,Subir,Arts,B,65,minor
35578,David,Physics,A,98,major
35579,Chris,History,B,65,minor
35580,Subir,Physics,A+,100,major
35581,Subir,History,A+,100,major
35582,Mary,Physics,B,65,minor
35583,Chris,Arts,C,44,minor
35584,Chris,Biology,B,65,major
35585,Mary,Mathematics,C,44,minor
35586,Chris,Biology,C,44,major
35587,Carlos,Arts,B,65,minor
35588,Carlos,History,C,44,major
35589,Carlos,History,C,44,minor
35590,Subir,Physics,C,44,major
35591,Mary,Biology,B,65,minor
35592,Carlos,Mathematics,B,65,minor
35593,Subir,Arts,A,98,minor
35594,John,Mathematics,C,44,major
35595,Amit,Biology,B,65,minor
35596,Mary,Arts,B,65,major
35597,Amit,Physics,A,98,major
35598,Carlos,History,B,65,major
35599,Mary,History,B,65,minor
35600,Mary,History,C,44,minor
35601,Amit,Biology,B,65,major
35602,Carlos,Physics,A,98,minor
35603,Chris,Mathematics,B,65,minor
35604,Chris,Mathematics,C,44,minor
35605,Amit,Mathematics,A,98,minor
35606,Amit,Biology,A+,100,minor
35607,Mary,Mathematics,C,44,major
35608,Carlos,Physics,A+,100,minor
35609,John,Mathematics,A+,100,minor
35610,Mary,Arts,A,98,minor
35611,Amit,History,B,65,minor
35612,David,History,A+,100,minor
35613,Subir,Physics,A+,100,major
35614,Subir,Physics,B,65,minor
35615,John,History,C,44,minor
35616,Carlos,Physics,B,65,major
35617,Carlos,Physics,A,98,major
35618,Amit,Arts,A,98,major
35619,Subir,Physics,A,98,minor
35620,Chris,Biology,C,44,major
35621,David,History,C,44,minor
35622,Mary,Biology,A,98,minor
35623,Subir,Biology,B,65,major
35624,Carlos,Biology,A,98,minor
35625,John,Biology,C,44,minor
35626,David,History,B,65,major
35627,Carlos,Physics,B,65,minor
35628,John,Mathematics,A,98,minor
35629,David,History,B,65,minor
35630,Subir,Arts,A+,100,major
35631,David,Mathematics,A,98,minor
35632,Carlos,Biology,A,98,minor
35633,Carlos,Biology,C,44,minor
35634,Amit,Arts,A+,100,minor
35635,David,History,A+,100,minor
35636,Subir,Arts,A+,100,major
35637,Carlos,Physics,C,44,minor
35638,Subir,History,A+,100,major
35639,Carlos,Physics,A+,100,major
35640,Carlos,Mathematics,A,98,major
35641,Amit,History,A,98,minor
35642,David,Arts,A+,100,major
35643,Mary,Physics,B,65,major
35644,Subir,Physics,A,98,major
35645,John,Biology,A+,100,minor
35646,John,Arts,C,44,minor
35647,Chris,Biology,A,98,major
35648,Mary,Mathematics,A+,100,minor
35649,John,Physics,B,65,major
35650,Subir,Arts,A+,100,minor
35651,Subir,History,A,98,minor
35652,Amit,History,A,98,minor
35653,Chris,Mathematics,C,44,minor
35654,Mary,Physics,A,98,major
35655,Carlos,Physics,C,44,major
35656,Chris,Physics,A+,100,major
35657,Amit,Arts,A,98,major
35658,David,History,A,98,minor
35659,John,Biology,C,44,minor
35660,John,Physics,A,98,major
35661,Mary,Arts,C,44,minor
35662,John,Biology,C,44,major
35663,Chris,Physics,A,98,minor
35664,Chris,History,B,65,major
35665,John,Physics,B,65,major
35666,Amit,Biology,C,44,major
35667,David,Physics,C,44,major
35668,David,History,C,44,minor
35669,Subir,Physics,C,44,major
35670,Chris,Mathematics,C,44,minor
35671,David,Biology,B,65,minor
35672,David,Biology,C,44,minor
35673,Amit,Mathematics,C,44,major
35674,Mary,Mathematics,B,65,minor
35675,John,Physics,A,98,minor
35676,Amit,Biology,A+,100,minor
35677,Chris,Arts,A,98,major
35678,Subir,History,C,44,major
35679,Chris,History,A,98,major
35680,Chris,History,B,65,minor
35681,Subir,Physics,B,65,major
35682,John,Biology,A+,100,major
35683,Amit,Biology,A+,100,major
35684,David,Physics,A+,100,major
35685,Carlos,Biology,A+,100,minor
35686,Subir,Arts,C,44,major
35687,Mary,Physics,C,44,major
35688,Mary,Mathematics,C,44,major
35689,David,History,A,98,major
35690,Chris,Mathematics,B,65,major
35691,David,Arts,B,65,minor
35692,Amit,Arts,B,65,major
35693,David,Biology,A+,100,major
35694,Carlos,Biology,A,98,major
35695,Carlos,History,B,65,minor
35696,Carlos,Biology,A,98,minor
35697,Amit,Biology,A,98,minor
35698,Carlos,History,B,65,minor
35699,Subir,Arts,A+,100,major
35700,Carlos,Mathematics,A+,100,minor
35701,Amit,Biology,A+,100,major
35702,Subir,Arts,B,65,minor
35703,Amit,History,A,98,major
35704,John,Physics,A,98,major
35705,Subir,Arts,A,98,minor
35706,David,Arts,A,98,major
35707,Amit,Arts,A+,100,minor
35708,Subir,History,B,65,minor
35709,Amit,Mathematics,A+,100,major
35710,Mary,Arts,C,44,minor
35711,Amit,History,B,65,major
35712,Mary,Mathematics,A+,100,major
35713,Mary,Biology,B,65,major
35714,John,Arts,A,98,major
35715,Subir,Biology,B,65,major
35716,David,Mathematics,B,65,minor
35717,John,Biology,A,98,minor
35718,Carlos,History,C,44,major
35719,Subir,Physics,A,98,minor
35720,David,History,A,98,minor
35721,Amit,Physics,A,98,minor
35722,John,Mathematics,A,98,minor
35723,Mary,Physics,A,98,major
35724,Mary,History,A,98,major
35725,Subir,Mathematics,A,98,major
35726,Mary,Biology,A+,100,major
35727,Amit,Physics,C,44,minor
35728,Mary,History,B,65,major
35729,Mary,History,B,65,minor
